ID,satisfaction
1,0.7605679676376281
16,0.948518867817311
17,0.9926300919336617
25,0.9369297011685871
27,0.46920596261047803
28,0.508375339829714
30,0.2886620776802331
38,0.07931621915164157
45,0.947870092839796
47,0.9614170002368297
52,0.9930539112703852
53,0.945499114440237
74,0.006546419488896503
79,0.9903650721259817
91,0.19933898859105145
94,0.9116081435535637
98,0.003834270357143873
107,0.9787974319694817
114,0.04555118234093089
118,0.9889250434017952
126,0.4286874622434714
129,0.9923508689788094
131,0.9888844751768953
132,0.9355958630016578
136,0.0060209746263498055
144,0.24116525080270973
148,0.9276067310455721
151,0.3847284618703229
152,0.006365073673724683
153,0.8928185393501749
154,0.9392672827618453
157,0.01049638280269511
164,0.9153330096808915
165,0.9768318923738871
172,0.9290391230678873
176,0.02909071039999621
178,0.8607344215315923
181,0.44506235842675135
187,0.9906503237614445
189,0.029931913636718672
197,0.049557191838831845
202,0.8876452767032219
213,0.9892373730751441
220,0.9316314407958793
221,0.9210939684232586
225,0.08766598500125077
233,0.9236858011255781
234,0.6060152363242676
239,0.9956824217233811
241,0.9905022210505708
252,0.1276249141140828
254,0.0036515059547944425
268,0.40513985259767693
272,0.9889784066575683
279,0.8520682230074956
289,0.0034010837360600103
293,0.005157954750971774
296,0.9909950769885442
297,0.9714324481176776
302,0.9169644913179744
303,0.9918464900968224
306,0.005351677284246095
307,0.7615960872339013
311,0.9242968476637055
316,0.018899180021605122
317,0.39190660784617104
318,0.07178147924257787
321,0.36108599994379964
327,0.9271097870537746
332,0.22179045965538446
334,0.052208793582454296
341,0.9877403462008779
342,0.003105887525177768
345,0.9644658261492848
350,0.14157923990036816
351,0.6743715437443574
360,0.1285796855604745
369,0.9374177790500899
371,0.33292970877208705
377,0.457977841694861
382,0.9278889540180383
383,0.0312893080644745
388,0.9928358141339934
389,0.9605071949357568
397,0.18511894060755482
402,0.9884700966368866
414,0.9430775977113328
419,0.9790528432367691
428,0.016948014941541658
442,0.024927373752504152
455,0.007674902277924002
458,0.1632355760175023
460,0.9542705251094976
464,0.012253383266352336
470,0.9688894033213681
484,0.05187478629144753
491,0.8686811680708468
493,0.9842816605157044
501,0.004849619849427756
508,0.9935642095402811
516,0.010890721200981241
519,0.5199974296411529
520,0.004739964638896821
522,0.9188182721795163
524,0.009082971311580328
525,0.006917099769599123
528,0.0759438181459952
529,0.9245840515986967
538,0.8969594457701189
552,0.511834842177712
556,0.9895982201843841
565,0.12660177478033946
571,0.4449617329517097
576,0.9913134816189764
579,0.006778986465504982
593,0.9684490331437822
594,0.28542142770655854
595,0.9043526751724937
600,0.005345550535357784
602,0.7966388095054506
606,0.9881873990611257
608,0.9846504856753532
610,0.008354884109434179
615,0.5958372113686397
621,0.010361164752040164
623,0.9389805979064759
625,0.0031489371667996176
635,0.44333792363790603
639,0.9610916993155179
650,0.9891675280104909
653,0.9895812200619059
660,0.12831262515242473
663,0.9656739979826738
675,0.9332556130015248
677,0.023430629178614618
688,0.9880195555722349
689,0.9695733000915547
692,0.46991056175964774
694,0.9919225939283738
701,0.9266742044527703
702,0.010799762733823699
715,0.9469508426208032
718,0.950113580361169
719,0.8662687882172246
723,0.9055274016340227
727,0.003582064229804807
734,0.17572834496198275
735,0.040238648568149245
739,0.9470160185649833
747,0.003089881072598401
749,0.45004891937004454
753,0.006096108123347718
754,0.9292234004215608
758,0.722203037235048
759,0.9953372591678006
771,0.9734298755910615
777,0.9954845371512175
781,0.9456205844930207
784,0.41476669280477785
791,0.17712762109247504
792,0.004266812570533727
793,0.0040933437432209676
798,0.9466735245139858
799,0.9855517355574575
802,0.09122816306501612
806,0.9707131942474244
811,0.992797079059145
812,0.6630451444299208
818,0.9809793432129567
819,0.3150263942743917
820,0.027926912017415796
823,0.9952903551451169
827,0.04714169666129529
833,0.9325576989316616
841,0.005393836472921719
847,0.1935913255983779
848,0.9449003674680879
851,0.9859632300410971
860,0.9388590655790567
869,0.021700193627300374
874,0.006161160997563775
876,0.8280799318967691
884,0.922055635804447
891,0.04146842310386303
893,0.864154883579883
901,0.9659717240786162
907,0.9909391576190913
909,0.990343296634154
915,0.6853047596613703
923,0.08275315936959639
925,0.9885250422719354
930,0.9944691727248062
940,0.9764459902762709
947,0.7060988868958291
953,0.9895702668339643
954,0.030305067816338686
956,0.6896921497263516
958,0.7366795512979369
963,0.8883682242541474
979,0.9873632917130236
980,0.9961199078331604
984,0.8313015188153362
985,0.9621127303956657
990,0.9142835063007485
996,0.37767051967873394
999,0.004237369695010712
1002,0.31350771588188603
1003,0.9876091615023891
1004,0.9939824044645734
1005,0.955786171486771
1008,0.7756621314583778
1009,0.00578915626743681
1011,0.9790658457149569
1016,0.9730011696433708
1027,0.9237223182573507
1028,0.993714823629606
1030,0.9898885646274255
1039,0.12294206069246028
1046,0.004783690730887361
1047,0.010526768913213028
1049,0.9018510297207079
1051,0.004520395622845968
1054,0.4493789297285283
1065,0.6056401391583304
1074,0.00475491416775507
1075,0.9301014530666567
1077,0.9176973012554092
1078,0.3991426838223406
1080,0.006758540571908723
1087,0.9379283148708444
1092,0.9217357612914098
1094,0.059943108405398425
1096,0.008565294308423977
1101,0.06670036923729532
1107,0.7003794764902688
1109,0.036210380110327754
1110,0.9824050417887737
1111,0.008439678415753521
1115,0.9164784697807448
1117,0.4152816637144726
1119,0.15762906935860713
1122,0.9902091951431943
1126,0.9893968311449918
1128,0.6154134111891957
1129,0.9732479497303095
1132,0.08884292147167427
1133,0.992998723645029
1134,0.03286839571897022
1135,0.004951832567446731
1144,0.008957330019550016
1146,0.9927092516142235
1149,0.06371227495270128
1151,0.9339216359460745
1160,0.9877575133424779
1168,0.9935832266616367
1175,0.005553745758442575
1177,0.990617847946131
1181,0.9910556550589498
1189,0.11252124142301745
1190,0.0055927979259010364
1192,0.5545203013310961
1195,0.01994781511653182
1198,0.9924802680424615
1201,0.9725873948520009
1204,0.953272653475931
1208,0.9869315460069095
1209,0.006203713882318005
1211,0.3269768600751349
1229,0.9908802180769387
1232,0.04175030410779678
1236,0.9472584063427943
1246,0.9326984899738284
1252,0.9148818812970151
1253,0.028988584625422052
1259,0.8797987816266615
1262,0.9490248257161856
1266,0.0048669594500400865
1270,0.00518370886490335
1271,0.935815550092304
1284,0.9522889412375777
1288,0.879062541538564
1298,0.2422457529231926
1306,0.9948110711769526
1308,0.1771181756212993
1311,0.9898423172231715
1319,0.007384964648014947
1320,0.9912103968740384
1323,0.005968849797846987
1325,0.021785048658436397
1326,0.8205948391639045
1332,0.19931684903728009
1348,0.8792935041423046
1349,0.9849987991725008
1362,0.08475211728314234
1367,0.02455714510674538
1368,0.1504286717777454
1373,0.9581480648638685
1388,0.992969200706352
1402,0.9204738471834133
1411,0.9421297395088138
1415,0.9618196429855039
1421,0.9377512279304266
1422,0.9406209241085105
1424,0.14781990280174856
1430,0.6799311138509497
1435,0.989728973695011
1441,0.9775757060032342
1446,0.9897581633419821
1452,0.013017106852068269
1456,0.9471373442096128
1458,0.9540454282519295
1459,0.9904917381795136
1462,0.9826555886772684
1465,0.690701253150323
1472,0.9492905617765193
1476,0.0491026115893924
1480,0.09067922502429704
1481,0.844447064136466
1487,0.9899137423168807
1495,0.9636238306812839
1504,0.0407830236352025
1506,0.8066259468967295
1507,0.00679563183325155
1508,0.01951100310784114
1514,0.18247670356859932
1530,0.014959080785491448
1538,0.9899521620255568
1549,0.9647025410215297
1554,0.9231671975766378
1557,0.9128677205114075
1562,0.025998742919966986
1565,0.02172186841467281
1566,0.9846023644824231
1573,0.9551700235905861
1574,0.9841346663679823
1578,0.6807351430567361
1582,0.9908691278164742
1594,0.9101203604287821
1608,0.006474657054066421
1620,0.03924415932387491
1628,0.005635431314213405
1630,0.9433376782816618
1631,0.9263120842666465
1632,0.9887754401969899
1634,0.9958230373148731
1642,0.004583025477918099
1647,0.9829172593616048
1651,0.9922249408254193
1662,0.007565624839906798
1663,0.9881148374784124
1668,0.006377643404817078
1669,0.04077127048421612
1670,0.02559568294893599
1673,0.9922551781816721
1689,0.16397551184700002
1697,0.9551601081960241
1705,0.9912783276148474
1706,0.0450684812046143
1712,0.004180414925050929
1723,0.9459021159653768
1728,0.044554821885653635
1737,0.12488919690062425
1739,0.05053801088047753
1741,0.9915066916075694
1743,0.9850121248975673
1749,0.9328129172667992
1754,0.9421800312820511
1758,0.02071079292459708
1759,0.009023640932871418
1760,0.4498034073856666
1772,0.9283926834755891
1785,0.8467517959776277
1788,0.9703243864410094
1789,0.99570219126611
1790,0.9866204741724972
1813,0.7198153131548519
1816,0.9349436508001472
1817,0.9935648278286824
1819,0.9482447023092034
1820,0.08515586199265984
1821,0.9891178164146806
1828,0.007466441167608268
1831,0.992469650349661
1833,0.8252505458657027
1834,0.8825730567895824
1846,0.9799006330535514
1857,0.01587636335793933
1861,0.061956698425532766
1864,0.9963300442514451
1872,0.004624314378346266
1875,0.009660910270676368
1881,0.9232277565849589
1884,0.00717805578965233
1885,0.9485520475809288
1888,0.4283624213436594
1896,0.003261923856650342
1897,0.02837663446556724
1901,0.895640699527718
1909,0.9902692258790732
1915,0.05602105765321064
1922,0.004698758917110893
1932,0.9954637606556728
1935,0.9894117117865072
1941,0.9700052994135527
1942,0.9960982409778588
1945,0.9540892497782746
1948,0.9875270701469145
1950,0.9820407097362613
1952,0.3491455933269598
1955,0.10305052668156439
1967,0.9910817614574554
1974,0.9635094251339968
1978,0.011374171085701084
1979,0.9836450169930845
1987,0.9909865036316287
1989,0.9164998526287522
1991,0.40935156329114336
1992,0.9318892388615053
1997,0.9971159917332411
2003,0.0043244311849985
2011,0.9931840508839489
2016,0.9926197763497112
2018,0.9200331057070756
2020,0.05152208934496296
2025,0.919440815047101
2029,0.09683679120410643
2030,0.9956624517639905
2038,0.9339163537427466
2039,0.6828208600584604
2040,0.9787520268876118
2041,0.9158398387099559
2043,0.9840838150926281
2047,0.9857067661450771
2052,0.7299568297810949
2054,0.2159884347856351
2057,0.9078961892098701
2061,0.43849798874793505
2064,0.30240642279768815
2067,0.8490715635676723
2074,0.9283413288452231
2075,0.9811008289790887
2078,0.004204708049647356
2081,0.06601783867171732
2086,0.9279949440401818
2101,0.9804215871925622
2102,0.8924434022819658
2115,0.013571947067896946
2122,0.12763668661905422
2151,0.003299263229715609
2159,0.03675658500967838
2160,0.6089884513565136
2161,0.9413406088570396
2163,0.002907339126101385
2169,0.0052062216576996565
2172,0.007643394630081125
2176,0.3637767470746335
2179,0.9246427239779822
2182,0.009320149644357217
2190,0.1524936084683321
2202,0.5387908424002015
2205,0.9669092972448976
2212,0.005894094702896613
2214,0.1613186730671102
2219,0.9896868714164431
2220,0.7300699895600493
2222,0.06967201849411024
2224,0.273112297907665
2228,0.2323172708133111
2234,0.9885552755620834
2237,0.747167294961087
2238,0.006065029971225383
2244,0.004147089193200499
2246,0.2844866476090906
2247,0.008016652635555259
2250,0.9171839356370752
